__time,/uav/cv/swing_angle/world_frame/cartesian/header/stamp/nanosec,/uav/cv/swing_angle/world_frame/cartesian/header/stamp/sec,/uav/cv/swing_angle/world_frame/cartesian/vector/x,/uav/cv/swing_angle/world_frame/cartesian/vector/y,/uav/cv/swing_angle/world_frame/cartesian/vector/z,/uav/cv_comp/swing_angle/world_frame/cartesian/header/stamp/nanosec,/uav/cv_comp/swing_angle/world_frame/cartesian/header/stamp/sec,/uav/cv_comp/swing_angle/world_frame/cartesian/vector/x,/uav/cv_comp/swing_angle/world_frame/cartesian/vector/y,/uav/cv_comp/swing_angle/world_frame/cartesian/vector/z,/uav/truth/swing_angle/world_frame/cartesian/header/stamp/nanosec,/uav/truth/swing_angle/world_frame/cartesian/header/stamp/sec,/uav/truth/swing_angle/world_frame/cartesian/vector/x,/uav/truth/swing_angle/world_frame/cartesian/vector/y,/uav/truth/swing_angle/world_frame/cartesian/vector/z
1777457292.643306,,,,,,,,,,,465000000.000000000,285.000000000,-1.604248154,42.693607281,1.080886769
1777457292.648550,,,,,,,,,,,470000000.000000000,285.000000000,-1.603911999,42.801170242,1.080664289
1777457292.648581,,,,,,648485163.000000000,1777457292.000000000,-1.454405157,43.092581521,1.000000000,,,,,
1777457292.650959,,,,,,650882951.000000000,1777457292.000000000,-1.455945687,43.123722207,1.000000000,,,,,
1777457292.653287,,,,,,,,,,,475000000.000000000,285.000000000,-1.603052105,42.899228916,1.080448455
1777457292.656036,,,,,,655973407.000000000,1777457292.000000000,-1.458873653,43.180295864,1.000000000,,,,,
1777457292.658159,,,,,,,,,,,480000000.000000000,285.000000000,-1.601671241,42.987747711,1.080239565
1777457292.663076,,,,,,662992812.000000000,1777457292.000000000,-1.462272680,43.240144352,1.000000000,,,,,
1777457292.663477,,,,,,,,,,,485000000.000000000,285.000000000,-1.599776519,43.066691667,1.080037941
1777457292.665177,480000000.000000000,285.000000000,-1.398747608,43.401094596,1.000000000,,,,,,,,,,
1777457292.668240,,,,,,,,,,,490000000.000000000,285.000000000,-1.597378546,43.136023775,1.079843942
1777457292.668330,,,,,,668280111.000000000,1777457292.000000000,-1.442902971,43.407606768,1.000000000,,,,,
1777457292.670851,,,,,,670795423.000000000,1777457292.000000000,-1.443851200,43.421844965,1.000000000,,,,,
1777457292.673150,,,,,,,,,,,495000000.000000000,285.000000000,-1.594480483,43.195708625,1.079657931
1777457292.675939,,,,,,675875348.000000000,1777457292.000000000,-1.445430334,43.440992400,1.000000000,,,,,
1777457292.678298,,,,,,,,,,,500000000.000000000,285.000000000,-1.591077847,43.245713509,1.079480270
1777457292.683001,,,,,,682909221.000000000,1777457292.000000000,-1.446961701,43.449093551,1.000000000,,,,,
1777457292.683389,,,,,,,,,,,505000000.000000000,285.000000000,-1.587162847,43.286009236,1.079311311
1777457292.688303,,,,,,,,,,,510000000.000000000,285.000000000,-1.582730686,43.316568817,1.079151393
1777457292.688455,,,,,,688368206.000000000,1777457292.000000000,-1.447759113,43.444240535,1.000000000,,,,,
1777457292.690872,,,,,,690809617.000000000,1777457292.000000000,-1.448038955,43.439843880,1.000000000,,,,,
1777457292.693138,,,,,,,,,,,515000000.000000000,285.000000000,-1.577781491,43.337373763,1.079000773
1777457292.695884,,,,,,695814310.000000000,1777457292.000000000,-1.448281526,43.421454193,1.000000000,,,,,
1777457292.698305,,,,,,,,,,,520000000.000000000,285.000000000,-1.572318272,43.348405437,1.078859710
1777457292.703534,,,,,,,,,,,525000000.000000000,285.000000000,-1.566340039,43.349643466,1.078728514
1777457292.703562,,,,,,703484279.000000000,1777457292.000000000,-1.447881882,43.371243028,1.000000000,,,,,
